,BLDG/RM,COURSE,CREDIT,CRN,DAY/TIME,FROM / TO,INSTR.,SECT,STATUS,SUBJ
1151,DUQUES 360,Intermediate German,3.00,90240,MWF11:10AM - 12:00PM,01/13/14 - 04/28/14,"Hoepfl-Wellenhofer, S",11,OPEN,"GER
"
1152,MPA 305,Intro to German Lit-In English,3.00,91071,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Norland, S",10,CLOSED,"GER
"
1153,MON B36,Introduction to German Studies,3.00,93204,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Norland, S",80,OPEN,"GER
"
1154,MON B36,Introduction to German Studies,3.00,93694,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Norland, S",80,OPEN,"GER
"
1155,MON B36,Introduction to German Studies,3.00,93694,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Norland, S",80,OPEN,"GER
"
1156,MON B36,Introduction to German Studies,3.00,93204,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Norland, S",80,OPEN,"GER
"
1157,DUQUES 360,Business German,3.00,94373,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Gonglewski, M",10,OPEN,"GER
"
1158,2020 K 13,German Culture-in English,3.00,93795,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Schaefer, B",10,CLOSED,"GER
"
1159,GELM 608,Berlin Before & After the Wall,3.00,96683,W03:45PM - 05:00PM,01/13/14 - 04/28/14,"Stein, M",60H,OPEN,"GER
"
1160,GELM B01A,Contemporary German Literature,3.00,96549,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"Stein, M",10,OPEN,"GER
"
1161,,Independent Study,3.00,91072,,01/13/14 - 04/28/14,"Stein, M",10,OPEN,"GER
"
1162,,Senior Honors Thesis,3.00,91797,,01/13/14 - 04/28/14,"Stein, M",10,OPEN,"GER
"
1163,,E-Portfolio Review,0.00,94704,,01/13/14 - 04/28/14,,10,CANCELLED,SEHD
1164,GELM 609ANDGELM 609,Beginning Classical Greek II,4.00,96754,M02:20PM - 03:10PMANDWF02:20PM - 03:35PM,01/13/14 - 04/28/14,"Wasdin, K",10,OPEN,GREK
1165,,Academic Curriculum Tutorial,ARR,90606,,01/13/14 - 04/28/14,,10,OPEN,"HCS
"
1166,,Graduate Clinical Practicum,3.00,90887,,01/13/14 - 04/28/14,"Straker, H",10,OPEN,"HCS
"
1167,ROSS 643,Psychosoc Aspects-Hlth/Illness,3.00,92872,W06:10PM - 08:20PM,01/13/14 - 04/28/14,"Okun, S; Tschudi, P",10,CLOSED,HSCI
1168,,Pathology-Hlth Sci Students II,3.00,94870,,01/02/14 - 04/25/14,"Latham, P; LeLacheur, S",10,OPEN,HSCI
1169,,Rsch Meth Hlth Prof II,3.00,91990,,01/13/14 - 04/28/14,"Scalzitti, D",11,OPEN,HSCI
1170,2033 K 2,Sexuality and Technology,3.00,97160,M03:30PM - 06:00PM,01/13/14 - 04/28/14,"Milstein, S",10,OPEN,HLWL
1171,2020 K 17,Relationships and Your Health,3.00,94657,M03:30PM - 06:00PM,01/13/14 - 04/28/14,"Allerdice, H",11,CLOSED,HLWL
1172,2033 K 1,Nature and Your Well-Being,3.00,95680,W12:45PM - 03:15PM,01/13/14 - 04/28/14,"Zarr, R",12,OPEN,HLWL
1173,,Happiness and Your Well-Being,3.00,96471,,01/13/14 - 04/28/14,,13,CANCELLED,HLWL
1174,2033 K 1,Stress Management,3.00,93705,TR03:45PM - 05:00PM,01/13/14 - 04/28/14,"DeChino, B",10,OPEN,HLWL
1175,2033 K 2,Stress Management,3.00,93707,MW11:10AM - 12:25PM,01/13/14 - 04/28/14,"Plaza, V",11,CLOSED,HLWL
1176,GELM B02,Stress Management,3.00,94655,R06:10PM - 08:40PM,01/13/14 - 04/28/14,"Fortnum, S",12,CLOSED,HLWL
1177,2033 K 2,Stress Management,3.00,95863,W03:30PM - 06:00PM,01/13/14 - 04/28/14,"Allerdice, H",13,CLOSED,HLWL
1178,2020 K 17,Stress Management,3.00,97257,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Mitchell, M",14,OPEN,HLWL
1179,2033 K 2,Stress Management,3.00,97980,MW09:35AM - 10:50AM,01/13/14 - 04/28/14,"Simmons, A",15,CLOSED,HLWL
1180,ACAD 303,Stress Management,3.00,93708,M06:10PM - 08:40PM,01/13/14 - 04/28/14,"Snowden, E",MV,CLOSED,HLWL
1181,2033 K 1,Outdoor & Environmental Educ,3.00,93709,R12:45PM - 03:15PM,01/13/14 - 04/28/14,"Miller, T",10,OPEN,HLWL
1182,HAND CHAPEL,Yoga & the Meaning of Life,3.00,93710,M01:00PM - 03:30PM,01/13/14 - 04/28/14,"Sage, P",MV,OPEN,HLWL
1183,ACAD 303,Drug Awareness,3.00,93711,T04:10PM - 06:40PM,01/13/14 - 04/28/14,"Smith, N",MV,CLOSED,HLWL
1184,2020 K 17,Weight and Society,3.00,93712,M06:10PM - 08:40PM,01/13/14 - 04/28/14,"Atkinson, P",10,CLOSED,HLWL
1185,2020 K 17,Weight and Society,3.00,96472,MW09:35AM - 10:50AM,01/13/14 - 04/28/14,"Johnson, J",11,CLOSED,HLWL
1186,2033 K 2,Human Sexuality,3.00,93713,M12:45PM - 03:15PM,01/13/14 - 04/28/14,"Milstein, S",10,OPEN,HLWL
1187,2033 K 2,Human Sexuality,3.00,93714,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Lucas, P",11,CLOSED,HLWL
1188,2020 K 17,Human Sexuality,3.00,93715,T06:10PM - 08:40PM,01/13/14 - 04/28/14,"Axelson, S",12,CLOSED,HLWL
1189,2033 K 1,Human Sexuality,3.00,94658,R05:10PM - 07:40PM,01/13/14 - 04/28/14,"Esquivel, A",13,CLOSED,HLWL
1190,COR 111,Quality&PerformanceImprovement;,2.00,92234,T06:10PM - 08:00PM,01/13/14 - 04/28/14,"Darr, K",10,OPEN,HSML
1191,ROSS 114,QuanMethds&Epid;/HealthServices,3.00,93566,M06:10PM - 09:00PM,01/13/14 - 04/28/14,"Masselink, L",10,CLOSED,HSML
1192,GELM B04,Medical Informatics,2.00,92235,W04:10PM - 06:00PM,01/13/14 - 04/28/14,"Hamilton, A",10,CLOSED,HSML
1193,HIML B102,Hlth Serv Financl Applications,2.00,92236,R04:10PM - 06:00PM,01/13/14 - 04/28/14,"Volarich, J",10,CLOSED,HSML
1194,MON 114,CommunityHealth Mgt & Advocacy,2.00,92237,T04:10PM - 06:00PM,01/13/14 - 04/28/14,"Burke, R; Ginsberg, A",10,OPEN,HSML
1195,BELL 108,Health Law for Managers,2.00,95901,M04:10PM - 06:00PM,01/13/14 - 04/28/14,"Stewart, A",10,OPEN,HSML
1196,ROSS,Sem-HlthServicesMgt&Leadership;,2.00,92238,M04:10PM - 06:00PM,01/13/14 - 04/28/14,"Friedman, L",10,OPEN,HSML
1197,ROSS 116,TransLdrshp/HealthServDelivery,2.00,94123,T02:10PM - 04:00PM,01/13/14 - 04/28/14,"Reum, J",10,OPEN,HSML
1198,ROSS 105,Management-Acute Care Hospital,2.00,92506,R04:10PM - 06:00PM,01/13/14 - 04/28/14,"McKelvey, C",10,OPEN,HSML
1199,HIML B102,Ambulatory Care Management,2.00,97449,M02:10PM - 04:00PM,01/13/14 - 04/28/14,"Anderson, D",10,OPEN,HSML
1200,HIML 202,Service Line & Project Mgt,2.00,93192,T04:10PM - 06:00PM,01/13/14 - 04/28/14,"Jazwiecki, T",10,OPEN,HSML
1201,ROSS 737,Sem:Ethics-Health Services Mgt,2.00,94879,R06:10PM - 08:00PM,01/13/14 - 04/28/14,"Darr, K",10,OPEN,HSML
1202,,Research-Health Services Admin,2.00 OR   3.00,94176,,01/13/14 - 04/28/14,"Darr, K",10,OPEN,HSML
1203,,Field Problem Studies,3.00,93243,,01/13/14 - 04/28/14,"Burke, R",10,OPEN,HSML
1204,,Residency,3.00,93585,,01/13/14 - 04/28/14,"Frogner, B",10,OPEN,HSML
1205,,Residency,3.00,92507,,01/13/14 - 04/28/14,"Darr, K",11,OPEN,HSML
1206,,Residency,3.00,92508,,01/13/14 - 04/28/14,"Burke, R",12,OPEN,HSML
1207,,Residency,3.00,97999,,01/13/14 - 04/28/14,"Friedman, L",13,OPEN,HSML
1208,,Residency,3.00,96257,,01/13/14 - 04/28/14,"Masselink, L",14,OPEN,HSML
1209,ROSS 104,HSML Topics:Adv Financial Apps,2.00,95990,R01:10PM - 04:00PM,01/13/14 - 04/28/14,"Volarich, J",10,OPEN,HSML
1210,ROME 202ANDROME 202,Beginning Hebrew II,4.00,91600,M12:45PM - 01:35PMANDTR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Marcus, S",10,OPEN,HEBR
1211,ROME 202ANDROME 202,Beginning Hebrew II,4.00,91079,M09:35AM - 10:25AMANDTR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Marcus, S",11,OPEN,HEBR
1212,ROME 202ANDROME 202,Beginning Hebrew II,4.00,91080,M11:10AM - 12:00PMANDTR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Marcus, S",12,OPEN,HEBR
1213,ROME 351ANDROME 352,Intermediate Hebrew II,4.00,91081,M09:35AM - 10:25AMANDTR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Rosen, A",10,OPEN,HEBR
1214,MON 351,Israeli Society and Culture,3.00,97050,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Ticktin, M",10,OPEN,HEBR
1215,PHIL 301,Creative Writing in Hebrew,3.00,97275,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Ofengenden, A",10,OPEN,HEBR
1216,PHIL 328,Love & Power in Jewish Culture,3.00,97273,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Ofengenden, A",80,OPEN,HEBR
1217,PHIL 328,Love & Power in Jewish Culture,3.00,97274,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Ofengenden, A",83,OPEN,HIST
1218,PHIL 328,Love & Power in Jewish Culture,3.00,97399,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Ofengenden, A",80,OPEN,ENGL
1219,ROME 352,Modern Hebrew Fiction,3.00,91601,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Rosen, A",80,OPEN,HEBR
1220,ROME 352,Modern Hebrew Fiction,3.00,95477,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Rosen, A",80,OPEN,HEBR
1221,ROME 352,Modern Hebrew Fiction,3.00,95477,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Rosen, A",80,OPEN,HEBR
1222,ROME 352,Modern Hebrew Fiction,3.00,91601,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Rosen, A",80,OPEN,HEBR
1223,GELM 609,The Israeli Media,3.00,91084,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Yasur-Landau, D",80,OPEN,HEBR
1224,GELM 609,The Israeli Media,3.00,95478,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Yasur-Landau, D",80,OPEN,HEBR
1225,GELM 609,The Israeli Media,3.00,95478,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Yasur-Landau, D",80,OPEN,HEBR
1226,GELM 609,The Israeli Media,3.00,91084,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Yasur-Landau, D",80,OPEN,HEBR
1227,FNGR 103,"World History, 1500-Present",3.00,92932,MW02:20PM - 03:35PM,01/13/14 - 04/28/14,"Kennedy, D; Margolis, M; Price, A; Densford, K; Ellis, C",10,OPEN,HIST
1228,1957 E 316,Discussion,0.00,92933,T09:35AM - 10:25AM,01/13/14 - 03/08/14,"Ellis, C; Kennedy, D",30,CLOSED,HIST
1229,MON 352,Discussion,0.00,96942,T11:10AM - 12:00PM,01/13/14 - 04/28/14,"Densford, K; Kennedy, D",31,CLOSED,HIST
1230,MON 353,Discussion,0.00,93371,T11:10AM - 12:00PM,01/13/14 - 04/28/14,"Ellis, C; Kennedy, D",32,OPEN,HIST
1231,MON 115,Discussion,0.00,93374,T02:20PM - 03:10PM,01/13/14 - 04/28/14,"Margolis, M; Kennedy, D",33,OPEN,HIST
1232,,Discussion,0.00,96941,,01/13/14 - 04/28/14,,34,CANCELLED,HIST
1233,DUQUES 250,Discussion,0.00,96940,T02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kennedy, D; Price, A",35,OPEN,HIST
1234,MON 250,Discussion,0.00,96939,T09:35AM - 10:25AM,01/13/14 - 04/28/14,"Kennedy, D; Densford, K",36,OPEN,HIST
1235,MON 115,Discussion,0.00,95228,T12:45PM - 01:35PM,01/13/14 - 04/28/14,"Kennedy, D; Price, A",37,CLOSED,HIST
1236,,Discussion,0.00,93376,,01/13/14 - 04/28/14,,38,CANCELLED,HIST
1237,MON 351,Discussion,0.00,95229,T12:45PM - 01:35PM,01/13/14 - 04/28/14,"Kennedy, D; Margolis, M",39,OPEN,HIST
1238,FNGR 103,"World History, 1500-Present",3.00,92934,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Angel, L; Martin, G; Khoury, S; Bakhtary, E",11,OPEN,HIST
1239,MON 250,Discussion,0.00,95230,W12:45PM - 01:35PM,01/13/14 - 04/28/14,"Martin, G; Bakhtary, E",40,CLOSED,HIST
1240,GOV 101,Discussion,0.00,93377,W02:20PM - 03:10PM,01/13/14 - 04/28/14,"Bakhtary, E; Martin, G",41,OPEN,HIST
1241,,Discussion,0.00,93378,,01/13/14 - 04/28/14,,42,CANCELLED,HIST
1242,1957 E 315,Discussion,0.00,93379,W12:45PM - 01:35PM,01/13/14 - 04/28/14,"Martin, G; Angel, L",43,OPEN,HIST
1243,MON 351,Discussion,0.00,93805,W09:35AM - 10:25AM,01/13/14 - 04/28/14,"Martin, G; Angel, L",44,OPEN,HIST
1244,MON 251,Discussion,0.00,93369,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Khoury, S; Martin, G",45,OPEN,HIST
1245,,Discussion,0.00,96099,,01/13/14 - 04/28/14,,46,CANCELLED,HIST
1246,MON 115,European Civ in World Context,3.00,94295,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Burns, W",10,CLOSED,HIST
1247,AMES B117,Intro to American History,3.00,95494,TR11:30AM - 12:45PM,01/13/14 - 04/28/14,"Rabinowitz, T; Bertolet, J",MV,OPEN,HIST
1248,AMES B117,Intro to American History,3.00,90248,TR01:00PM - 02:15PM,01/13/14 - 04/28/14,"Rabinowitz, T; Bertolet, J",MV,CLOSED,HIST
1249,1957 E 113,Modern Amer Cultural History,3.00,93382,TR09:35AM - 10:25AM,01/13/14 - 04/28/14,"Kosek, J",80,OPEN,HIST
1250,1957 E 113,Modern Amer Cultural History,3.00,93333,TR09:35AM - 10:25AM,01/13/14 - 04/28/14,"Kosek, J",80,OPEN,AMST
1251,COR 111,Discussion,0.00,93449,R11:10AM - 12:00PM,01/13/14 - 04/28/14,"Kosek, J",81,OPEN,HIST
1252,2020 K 26,Discussion,0.00,93450,R11:10AM - 12:00PM,01/13/14 - 04/28/14,"Kosek, J",82,OPEN,HIST
1253,FNGR 209,Discussion,0.00,93451,R12:45PM - 01:35PM,01/13/14 - 04/28/14,"Kosek, J",83,OPEN,HIST
1254,GOV 104,Discussion,0.00,93452,R12:45PM - 01:35PM,01/13/14 - 04/28/14,"Kosek, J",84,OPEN,HIST
1255,BELL 108,Discussion,0.00,94267,R02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kosek, J",85,OPEN,HIST
1256,COR 111,Discussion,0.00,94269,R02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kosek, J",86,OPEN,HIST
1257,FNGR 220,Discussion,0.00,94943,R03:55PM - 04:45PM,01/13/14 - 04/28/14,"Kosek, J",87,OPEN,HIST
1258,FNGR 221,Discussion,0.00,94944,R03:55PM - 04:45PM,01/13/14 - 04/28/14,"Kosek, J",88,OPEN,HIST
1259,ROME B104,"Wash DC: Hist,Culture,Politics",3.00,95710,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Klemek, C",80,OPEN,HIST
1260,ROME B104,"Wash DC:Hist,Culture,Politics",3.00,97546,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Klemek, C",80,OPEN,AMST
1261,,Medieval & Renaissance Italy,3.00,96822,,01/13/14 - 04/28/14,,11,CANCELLED,HIST
1262,MPA 310,The Roman World to 337 A.D.,3.00,95232,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Funiciello, P; Smith, A",80,CLOSED,HIST
1263,FNGR 210,The Roman World to 337 A.D.,3.00,95156,TR12:45PM - 02:00PM,01/13/14 - 04/28/14,"Funiciello, P; Smith, A",80,CLOSED,CLAS
1264,MON 452,Cold War in Asia,3.00,96823,R11:10AM - 01:00PM,01/13/14 - 04/28/14,"Brazinsky, G",10,OPEN,HIST
1265,PHIL 329,War of 1812,3.00,96824,W12:10PM - 02:00PM,01/13/14 - 04/28/14,"Brunsman, D",11,CLOSED,HIST
1266,PHIL 329,Race in Early America,3.00,96825,T01:10PM - 03:00PM,01/13/14 - 04/28/14,"Silverman, D",12,OPEN,HIST
1267,MPA 309,US Media & Cultural History,3.00,96831,TR02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kenna, L",80,OPEN,HIST
1268,MPA 309,US Media & Cultural History,3.00,96826,TR02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kenna, L",80,OPEN,AMST
1269,1957 E 308,Discussion,0.00,96832,M12:45PM - 01:35PM,01/13/14 - 04/28/14,"Kenna, L",81,OPEN,HIST
1270,1957 E 309,Discussion,0.00,96834,M02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kenna, L",82,OPEN,HIST
1271,MON 115,Discussion,0.00,97412,M02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kenna, L",83,OPEN,HIST
1272,MON B36,Discussion,0.00,97414,M03:55PM - 04:45PM,01/13/14 - 04/28/14,"Kenna, L",84,OPEN,HIST
1273,FNGR 103,US Diplomatic History,3.00,92298,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Sommers, K; Musto, R; Alexandrov, N; Kraus, C; Brazinsky, G; Bi",10,OPEN,HIST
1274,MON 114,Discussion,0.00,92288,W09:35AM - 10:25AM,01/13/14 - 04/28/14,"Brazinsky, G; Sommers, K",30,OPEN,HIST
1275,GOV 104,Discussion,0.00,93220,W02:20PM - 03:10PM,01/13/14 - 04/28/14,"Kraus, C; Brazinsky, G",31,CLOSED,HIST
1276,GELM 608,Discussion,0.00,92289,W12:45PM - 01:35PM,01/13/14 - 04/28/14,"Musto, R; Brazinsky, G",32,OPEN,HIST
1277,,Discussion,0.00,92290,,01/13/14 - 04/28/14,,33,CANCELLED,HIST
1278,MON B36,Discussion,0.00,96976,W02:20PM - 03:10PM,01/13/14 - 04/28/14,"Bias, M; Brazinsky, G",34,OPEN,HIST
1279,,Discussion,0.00,92382,,01/13/14 - 04/28/14,,35,CANCELLED,HIST
1280,DUQUES 251,Discussion,0.00,92383,W02:20PM - 03:10PM,01/13/14 - 04/28/14,"Brazinsky, G; Alexandrov, N",36,OPEN,HIST
1281,GOV 101,Discussion,0.00,92384,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Brazinsky, G; Sommers, K",37,CLOSED,HIST
1282,MON 353,Discussion,0.00,92392,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Musto, R; Brazinsky, G",38,CLOSED,HIST
1283,,Discussion,0.00,93113,,01/13/14 - 04/28/14,,39,CANCELLED,HIST
1284,1957 E 308,Discussion,0.00,95233,W03:55PM - 04:45PM,01/13/14 - 04/28/14,"Brazinsky, G; Alexandrov, N",40,CLOSED,HIST
1285,,Discussion,0.00,96977,,01/13/14 - 04/28/14,,41,CANCELLED,HIST
1286,2020 K 13,Discussion,0.00,96978,W03:55PM - 04:45PM,01/13/14 - 04/28/14,"Brazinsky, G; Kraus, C",42,OPEN,HIST
1287,MPA 310,20th-Century U.S. Immigration,3.00,96967,TR02:20PM - 03:10PM,01/13/14 - 04/28/14,"Guglielmo, T",80,OPEN,HIST
1288,MPA 310,20th-Century U.S. Immigration,3.00,96920,TR02:20PM - 03:10PM,01/13/14 - 04/28/14,"Guglielmo, T",80,OPEN,AMST
1289,FNGR 220,Discussion,0.00,96968,W09:35AM - 10:25AM,01/13/14 - 04/28/14,"Guglielmo, T",81,OPEN,HIST
1290,FNGR 221,Discussion,0.00,96969,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Guglielmo, T",82,OPEN,HIST
1291,FNGR 222,Discussion,0.00,96970,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Guglielmo, T",83,OPEN,HIST
1292,2020 K 15,Discussion,0.00,96971,W12:45PM - 01:35PM,01/13/14 - 04/28/14,"Guglielmo, T",84,OPEN,HIST
1293,GOV 102,Disability in American History,3.00,96972,MW09:35AM - 10:25AM,01/13/14 - 04/28/14,"Brian, K",80,OPEN,HIST
1294,GOV 102,Disability in American History,3.00,95200,MW09:35AM - 10:25AM,01/13/14 - 04/28/14,"Brian, K",80,OPEN,AMST
1295,COR 106,Discussion,0.00,96973,W11:10AM - 12:00PM,01/13/14 - 04/28/14,"Brian, K",81,OPEN,HIST
1296,2020 K 26,Discussion,0.00,96974,W12:45PM - 01:35PM,01/13/14 - 04/28/14,"Brian, K",82,OPEN,HIST
1297,PHIL 329,"History, Trauma and Memory",3.00,95235,R11:10AM - 01:00PM,01/13/14 - 04/28/14,"McHale, S",10,OPEN,HIST
1298,1957 E B12,Ancient Near East&Egypt-332BC;,3.00,96943,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Gibson, M; Cline, E",80,OPEN,HIST
1299,1957 E B12,AncientNearEast/Egypt to 322BC,3.00,96760,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Cline, E; Gibson, M",80,OPEN,CLAS
1300,GOV 104,HistofUSCounterIntelligence,3.00,93381,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Batvinis, R",10,OPEN,HIST
1301,MON 114,War Crimes Trials,3.00,95241,MW04:45PM - 06:00PM,01/13/14 - 04/28/14,"Richter, J",12,OPEN,HIST
1302,LISH 130,Hominid Paleobiology,3.00,96851,T11:10AM - 02:00PM,01/13/14 - 04/28/14,"Richmond, B; Wood, B",10,OPEN,HOMP
1303,,Research,0.00 TO  12.00,91464,,01/13/14 - 04/28/14,,10,OPEN,HOMP
1304,,Thesis Research,3.00,91465,,01/13/14 - 04/28/14,,10,OPEN,HOMP
1305,,Thesis Research,3.00,91466,,01/13/14 - 04/28/14,,10,OPEN,HOMP
1306,HAH 202,Problem-Based Learning Seminar,1.00,92191,F09:00AM - 11:00AM,01/13/14 - 04/28/14,"Brooks, A; Bobe, R",10,OPEN,HOMP
1307,,Public Undrstand Of Scie Intrn,3.00,92124,,01/13/14 - 04/28/14,"McFarlin, S",10,OPEN,HOMP
1308,,Paleobiology Lab Rotation,2.00 TO   3.00,91967,,01/13/14 - 04/28/14,"Sherwood, C",10,OPEN,HOMP
1309,,Advanced Reading and Research,ARR,91467,,01/13/14 - 04/28/14,"Richmond, B",10,OPEN,HOMP
1310,,Dissertation Research,3.00 TO  24.00,91403,,01/13/14 - 04/28/14,"Sherwood, C",10,OPEN,HOMP
1311,SEE DEPT,Origins&Evoltn; of ModrnThought,3.00,96436,TR02:20PM - 03:35PM,01/13/14 - 04/28/14,"Ralkowski, M",10,CLOSED,HONR
1312,2020 K 16,Origins&Evoltn; of ModrnThought,3.00,96440,T03:30PM - 06:00PM,01/13/14 - 04/28/14,"Dworkin, R",11,CLOSED,HONR
1313,SEE DEPT,Origins&Evoltn; of ModrnThought,3.00,96441,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Creppell, I",12,OPEN,HONR
1314,PHIL 217,Origins&Evoltn; of ModrnThought,3.00,96444,MW12:45PM - 02:00PM,01/13/14 - 04/28/14,"Winstead, W",13,CLOSED,HONR
1315,AMES 101Q,Origins&Evoltn; of ModrnThought,3.00,96445,MW11:30AM - 12:45PM,01/13/14 - 04/28/14,"Christov, T",MV1,OPEN,HONR
1316,AMES 101Q,Origins&Evoltn; of ModrnThought,3.00,96446,TR01:00PM - 02:15PM,01/13/14 - 04/28/14,"Aviv, E",MV2,OPEN,HONR
1317,ACAD 304,Origins&Evoltn; of ModrnThought,3.00,96447,TR11:30AM - 12:45PM,01/13/14 - 04/28/14,"Shepherd, R",MV3,OPEN,HONR
1318,ACAD 302,Origins&Evoltn; of ModrnThought,3.00,96448,MW10:00AM - 11:15AM,01/13/14 - 04/28/14,"McManus, H",MV4,OPEN,HONR
1319,ACAD 306,Origins&Evoltn; of ModrnThought,3.00,96449,TR10:00AM - 11:15AM,01/13/14 - 04/28/14,"Ralkowski, M",MV5,OPEN,HONR
1320,MON B33,Scient.Reason&DiscoveryProsem;,4.00,92848,MW09:00AM - 10:50AM,01/13/14 - 04/28/14,"Kung, B",10,CLOSED,HONR
1321,MON B33,Scient.Reason&DiscoveryProsem;,4.00,96450,MW11:00AM - 12:50PM,01/13/14 - 04/28/14,"Kung, B",11,CLOSED,HONR
1322,2020 K 22,Scient.Reason&DiscoveryProsem;,4.00,92654,TR09:35AM - 10:50AM,01/13/14 - 04/28/14,"Wood, B",12,CLOSED,HONR
1323,,Laboratory,0.00,96453,,01/13/14 - 04/28/14,,M32,CANCELLED,HONR
1324,SCIE 101,Scient.Reason&DiscoveryProsem;,4.00,96451,MW08:30AM - 09:45AM,01/13/14 - 04/28/14,"Jordan, C",MV,OPEN,HONR
1325,SCIE 101,Laboratory,0.00,95487,W01:00PM - 02:50PM,01/13/14 - 04/28/14,"Jordan, C",M30,OPEN,HONR
1326,,Scient.Reason&DiscoveryProsem;,4.00,93973,,01/13/14 - 04/28/14,,MV1,CANCELLED,HONR
1327,,Laboratory,0.00,96452,,01/13/14 - 04/28/14,,M31,CANCELLED,HONR
1328,,Scient.Reason&DiscoveryProsem;,4.00,94873,,01/13/14 - 04/28/14,,MV2,CANCELLED,HONR
1329,AMES B105,Scient.Reason&DiscoveryProsem;,4.00,93972,TR08:30AM - 09:45AM,01/13/14 - 04/28/14,"Miller, J",MV3,OPEN,HONR
1330,SCIE 203,Laboratory,0.00,97157,T10:00AM - 12:00PM,01/13/14 - 04/28/14,"Miller, J",M33,OPEN,HONR
1331,PHIL 110,Honors Macroeconomics,3.00,90253,TR11:10AM - 12:25PM,01/13/14 - 04/28/14,"Bradley, M",10,CLOSED,HONR
1332,BELL 106,Proseminar: Soc. & Behav. Sci.,3.00,96454,T12:45PM - 03:15PM,01/13/14 - 04/28/14,"Dodge, T",10,OPEN,HONR
1333,ACAD 306,Proseminar: Soc. & Behav. Sci.,3.00,93949,R03:30PM - 06:00PM,01/13/14 - 04/28/14,"Fontana, D",MV,OPEN,HONR
1334,OM 305,Adolescent Development,3.00,91334,W05:10PM - 07:00PM,01/13/14 - 04/28/14,"Lanthier, R",10,CLOSED,HDEV
1335,OM 208A,Issues and Special Topics-HDEV,3.00 TO   6.00,97049,W07:10PM - 09:00PM,01/13/14 - 04/28/14,"Lanthier, R",10,OPEN,HDEV
1336,,Cont. Res. - Doctoral,1.00,92680,,01/13/14 - 04/28/14,"Cseh, M",10,OPEN,"HOL
"
1337,,Cont. Res. - Doctoral,1.00,92681,,01/13/14 - 04/28/14,"Khilji, S",11,OPEN,"HOL
"
1338,,Cont. Res. - Doctoral,1.00,92684,,01/13/14 - 04/28/14,"Chalofsky, N",12,OPEN,"HOL
"
1339,,Cont. Res. - Doctoral,1.00,92682,,01/13/14 - 04/28/14,"Goldman, E",13,OPEN,"HOL
"
1340,,Cont. Res. - Doctoral,1.00,92683,,01/13/14 - 04/28/14,"Marquardt, M",14,OPEN,"HOL
"
